1115993307241699, -0.204822, -0.89168, 0.344816, -0.0252516, 0.10734, -0.0512366, 0.99258
1115993307241700, -0.203326, -0.891956, 0.345826, -0.0259768, 0.107022, -0.0503978, 0.992639
1115993387312939, -0.194656, -0.893964, 0.350987, -0.0298275, 0.105086, -0.0455035, 0.992974
1115993401201541, -0.190935, -0.894865, 0.351653, -0.0305926, 0.104462, -0.0433493, 0.993113
1115993401201542, -0.19137, -0.893691, 0.35383, -0.0318773, 0.104073, -0.043524, 0.993105
1115993428977338, -0.188387, -0.893902, 0.356686, -0.0339101, 0.10292, -0.0416962, 0.993237
1115993442865140, -0.187507, -0.894059, 0.357216, -0.0343179, 0.102869, -0.0413372, 0.993243
1115993456752940, -0.187217, -0.894828, 0.355694, -0.0335556, 0.103114, -0.0412861, 0.993246
1115993470640640, -0.185446, -0.895776, 0.354781, -0.0333426, 0.102581, -0.0400395, 0.993359
1115993484529938, -0.186306, -0.895447, 0.355588, -0.0341018, 0.101605, -0.0401912, 0.993428
1115993498416238, -0.186114, -0.895121, 0.35687, -0.0350141, 0.10136, -0.0400687, 0.993426
1115993512306538, -0.187349, -0.89462, 0.357684, -0.0355249, 0.101492, -0.0409203, 0.993359
1115993526193439, -0.187149, -0.89552, 0.356074, -0.0347683, 0.101539, -0.040699, 0.993391
1115993540082738, -0.186669, -0.895999, 0.355524, -0.0346523, 0.101715, -0.0404258, 0.993388
1115993553969538, -0.185048, -0.896934, 0.35454, -0.0343942, 0.101659, -0.0394838, 0.99344
1115993567859140, -0.18412, -0.896776, 0.355669, -0.0352536, 0.101405, -0.0388965, 0.993459
1115993581746338, -0.185148, -0.895897, 0.357842, -0.0366188, 0.101214, -0.0394771, 0.993406
1115993595634938, -0.183656, -0.895697, 0.359585, -0.0376568, 0.10162, -0.0388778, 0.99335
1115993609523238, -0.183498, -0.895533, 0.360618, -0.0383922, 0.101567, -0.0387101, 0.993334
1115993623411041, -0.181993, -0.895589, 0.361535, -0.0390165, 0.102271, -0.0382166, 0.993256
1115993637298740, -0.180601, -0.895868, 0.361953, -0.0394356, 0.10268, -0.0375722, 0.993222
1115993651187539, -0.180545, -0.895955, 0.362338, -0.0398587, 0.102633, -0.0375138, 0.993212
1115993665075241, -0.180195, -0.89611, 0.362775, -0.0401303, 0.102896, -0.0373322, 0.993181
1115993678964941, -0.179997, -0.896719, 0.362302, -0.0400176, 0.103077, -0.0371973, 0.993172
1115993692851638, -0.178466, -0.897412, 0.362543, -0.0402212, 0.103414, -0.0363941, 0.993158
1115993706740841, -0.178303, -0.897209, 0.364102, -0.0412665, 0.103361, -0.036314, 0.993124
1115993720626939, -0.180338, -0.895395, 0.368278, -0.0437517, 0.102814, -0.0374016, 0.993034
1115993734517038, -0.180662, -0.895163, 0.369958, -0.044743, 0.10284, -0.0376925, 0.992976
1115993748404341, -0.180408, -0.894974, 0.37142, -0.0457622, 0.102626, -0.0375143, 0.992958
1115993762292240, -0.181177, -0.894569, 0.373076, -0.0468023, 0.102221, -0.0377769, 0.992942
1115993776181340, -0.180086, -0.895342, 0.372763, -0.0468773, 0.101864, -0.0370227, 0.993003
1115993790067638, -0.179576, -0.895264, 0.37377, -0.0476216, 0.101531, -0.0366053, 0.993017
1115993803956240, -0.179813, -0.896168, 0.372943, -0.0472948, 0.10117, -0.0365534, 0.993072
1115993803956851, -0.180248, -0.895632, 0.373732, -0.0477077, 0.101182, -0.0368308, 0.993041
1115993831733040, -0.181246, -0.895712, 0.375469, -0.0487827, 0.100993, -0.037393, 0.992987
1115993845620540, -0.180042, -0.895304, 0.377586, -0.0500787, 0.100954, -0.036879, 0.992945
1115993859508741, -0.178401, -0.89539, 0.378853, -0.0510339, 0.100272, -0.0358088, 0.993005
1115993873396839, -0.17657, -0.895239, 0.380292, -0.0521176, 0.0995211, -0.0346624, 0.993065
1115993887286238, -0.175008, -0.895655, 0.380559, -0.0524905, 0.0988624, -0.0336745, 0.993145
1115993901173139, -0.174378, -0.896508, 0.379386, -0.0520897, 0.0980623, -0.0329999, 0.993268
1115993915062337, -0.17333, -0.897067, 0.379076, -0.0521473, 0.0975246, -0.0321729, 0.993345
1115993928949038, -0.172545, -0.896456, 0.38101, -0.0534298, 0.0970893, -0.0315783, 0.993339
1115993942836941, -0.173088, -0.89573, 0.38328, -0.0545734, 0.097471, -0.0320531, 0.993224
1115993956726038, -0.173234, -0.896329, 0.38255, -0.0539119, 0.0991204, -0.0327267, 0.993075
1115993970613839, -0.173405, -0.89665, 0.382152, -0.0535363, 0.100181, -0.0331912, 0.992973
1115993984502738, -0.174892, -0.896109, 0.383076, -0.0539975, 0.100514, -0.0341102, 0.992884
1115993998390141, -0.174759, -0.896356, 0.382729, -0.0539666, 0.10027, -0.0338972, 0.992917
1115994012277739, -0.174871, -0.896615, 0.382295, -0.053832, 0.100067, -0.033821, 0.992948
1115994012277740, -0.1746, -0.89679, 0.381848, -0.0536575, 0.0997257, -0.0335376, 0.993001
1115994040055238, -0.174428, -0.897093, 0.381662, -0.0537956, 0.0992877, -0.0331825, 0.993049
1115994053943038, -0.173004, -0.897456, 0.381513, -0.0539862, 0.0987858, -0.0322123, 0.993121
1115994067831439, -0.172231, -0.896953, 0.383, -0.0549769, 0.0986164, -0.0318256, 0.993096
1115994081718439, -0.170494, -0.896861, 0.384018, -0.055744, 0.0983786, -0.030847, 0.993108
1115994095606239, -0.168459, -0.897613, 0.383199, -0.0555846, 0.0976309, -0.0294062, 0.993234
1115994109495840, -0.166902, -0.898169, 0.382553, -0.0554158, 0.0971614, -0.0283107, 0.993321
1115994123384240, -0.1662, -0.898186, 0.38276, -0.0556308, 0.0968115, -0.0277985, 0.993358
1115994137270740, -0.168455, -0.897907, 0.382438, -0.0553231, 0.0965988, -0.0289616, 0.993363
1115994151160239, -0.17018, -0.897653, 0.38225, -0.0551652, 0.0963643, -0.0298989, 0.993366
1115994165046351, -0.171626, -0.896998, 0.382873, -0.0555015, 0.0961633, -0.0307319, 0.993342
1115994178932749, -0.172159, -0.897586, 0.381113, -0.0546338, 0.0958147, -0.0308419, 0.99342
1115994192821050, -0.172703, -0.89835, 0.379078, -0.0536526, 0.0952562, -0.0308711, 0.993526
1115994206710750, -0.1727, -0.898088, 0.379668, -0.0540836, 0.0949603, -0.0308602, 0.993532
1115994220599051, -0.173056, -0.89755, 0.380751, -0.0547949, 0.0945083, -0.0310261, 0.993531
1115994234487850, -0.17353, -0.897285, 0.381348, -0.055214, 0.0939902, -0.0311636, 0.993552
1115994248375551, -0.172979, -0.897217, 0.382047, -0.055743, 0.093343, -0.0306774, 0.993599
1115994262262451, -0.172333, -0.897107, 0.382821, -0.0563284, 0.0927053, -0.0301682, 0.993641
1115994276151750, -0.172514, -0.896383, 0.384489, -0.0572966, 0.0924288, -0.0303071, 0.993607
1115994290040251, -0.170778, -0.897306, 0.383214, -0.0567083, 0.0924103, -0.0293464, 0.993672
1115994303929251, -0.170239, -0.897833, 0.382276, -0.0562948, 0.0921454, -0.0289309, 0.993732
1115994317817149, -0.169909, -0.898493, 0.380867, -0.0556933, 0.091615, -0.0285098, 0.993827
1115994331705251, -0.169262, -0.898865, 0.38027, -0.0555323, 0.0911308, -0.027981, 0.993896
1115994345592950, -0.169553, -0.898634, 0.380791, -0.0559194, 0.0905565, -0.0279708, 0.993927
1115994359479551, -0.170915, -0.897826, 0.382254, -0.056798, 0.0897719, -0.0284971, 0.993933
1115994373369250, -0.171165, -0.897771, 0.382513, -0.056918, 0.0898384, -0.0286113, 0.993917
1115994387256050, -0.17151, -0.898168, 0.381596, -0.0564577, 0.0898055, -0.0286836, 0.993944
1115994401145851, -0.170093, -0.898837, 0.380509, -0.0561139, 0.0893696, -0.0277118, 0.99403
1115994415033949, -0.169352, -0.899124, 0.379845, -0.056058, 0.088694, -0.0270217, 0.994113
1115994428919951, -0.168634, -0.899593, 0.378986, -0.0558196, 0.0882287, -0.0263472, 0.994186
1115994442808950, -0.167662, -0.899918, 0.378872, -0.0558586, 0.0881602, -0.0256865, 0.994207
1115994456697051, -0.16784, -0.898821, 0.381684, -0.0573968, 0.0881655, -0.0257881, 0.994116
1115994470586251, -0.168421, -0.897825, 0.384053, -0.0585644, 0.0887202, -0.0263022, 0.993985
1115994484474150, -0.167973, -0.89814, 0.3839, -0.0584703, 0.0890008, -0.0260725, 0.993972
1115994498361650, -0.169216, -0.897731, 0.384558, -0.0588831, 0.0887968, -0.0266223, 0.993951
1115994512250250, -0.169174, -0.897629, 0.385068, -0.0593361, 0.0882692, -0.0263294, 0.993979
1115994526138650, -0.170068, -0.897458, 0.385323, -0.0594895, 0.088147, -0.0266707, 0.993972
1115994540026749, -0.170086, -0.89854, 0.383075, -0.0582701, 0.0882397, -0.0265592, 0.994039
1115994553914251, -0.170176, -0.899052, 0.381813, -0.0575552, 0.0885909, -0.0266977, 0.994045
1115994567802050, -0.170642, -0.899352, 0.380969, -0.0571561, 0.0885647, -0.0269028, 0.994065
1115994581691650, -0.170905, -0.899086, 0.381649, -0.0576352, 0.0882184, -0.0269651, 0.994067
1115994595578850, -0.171909, -0.898434, 0.383076, -0.0585102, 0.0876258, -0.0273793, 0.994057
1115994609465851, -0.173125, -0.898016, 0.383943, -0.0590701, 0.0870646, -0.0279036, 0.994058
1115994623354450, -0.173541, -0.89814, 0.383739, -0.0591379, 0.0863739, -0.0279099, 0.994114
1115994637241950, -0.174006, -0.898104, 0.383774, -0.0593375, 0.0858275, -0.0279841, 0.994148
1115994651130450, -0.173975, -0.898214, 0.383764, -0.0594364, 0.0856606, -0.0279389, 0.994157
1115994665018451, -0.175578, -0.898327, 0.383223, -0.0591305, 0.0856768, -0.0288638, 0.994148
1115994678906850, -0.176316, -0.897615, 0.384943, -0.0601929, 0.0851385, -0.029266, 0.994119
1115994692794949, -0.177491, -0.897221, 0.385829, -0.0608129, 0.0844366, -0.0297627, 0.994126
1115994706683451, -0.177043, -0.897009, 0.386961, -0.0615715, 0.0840197, -0.0294787, 0.994123
1115994720571750, -0.177644, -0.897442, 0.38618, -0.0612326, 0.0835936, -0.0296428, 0.994175
1115994734460249, -0.178444, -0.896885, 0.38768, -0.0621925, 0.0827435, -0.029871, 0.99418
1115994748346951, -0.179577, -0.896263, 0.389203, -0.0630747, 0.0822429, -0.0303495, 0.994151
1115994762236951, -0.178565, -0.897083, 0.388267, -0.0626261, 0.0822939, -0.0297461, 0.994194
1115994776124549, -0.177707, -0.89645, 0.390305, -0.0636853, 0.0830265, -0.0296285, 0.994069
